student_id,gender,study_mode,subject,attendance,study_hours,internal_marks,participation,previous_score,assignment_completion,weak_subjects,final_score,performance_level
STU1282,Male,Classroom,Computer Science,52.0,1.2,27.8,6.5,77.0,21.6,5,42.7,Low
STU1283,Male,Classroom,English,53.8,5.2,57.8,8.9,59.8,32.2,2,87.6,High
STU1284,Female,Classroom,Science,87.6,4.5,57.2,7.1,84.0,49.0,0,91.6,High
STU1285,Male,Online,Computer Science,78.7,2.1,42.6,7.5,57.4,31.0,3,50.2,Average
STU1286,Other,Online,Mathematics,81.0,3.1,67.4,7.3,80.1,36.7,0,87.1,High
STU1287,Female,Classroom,Mathematics,62.1,4.2,41.0,8.0,49.3,28.6,3,62.9,Average
STU1288,Other,Blended,Social Science,77.7,3.9,56.4,10.0,81.0,32.3,0,98.5,High
STU1289,Male,Blended,English,100.0,3.4,53.0,8.6,61.7,46.5,2,75.0,Average
STU1290,Male,Classroom,Computer Science,87.9,3.6,44.8,3.0,53.6,49.7,1,72.6,Average
STU1291,Female,Blended,Social Science,80.0,3.4,47.7,7.5,64.2,39.1,1,85.2,High
STU1292,Male,Classroom,Social Science,72.7,4.0,44.8,9.0,70.6,30.6,3,69.9,Average
STU1293,Male,Classroom,Mathematics,73.3,6.0,50.9,9.1,60.6,50.5,1,89.1,High
STU1294,Other,Online,Computer Science,52.4,0.5,50.7,5.6,74.2,34.1,1,57.4,Average
STU1295,Male,Blended,Computer Science,81.1,3.4,52.2,9.1,59.4,37.2,0,74.3,Average
STU1296,Female,Classroom,Mathematics,88.1,4.1,61.8,8.5,75.1,52.2,0,92.5,High
STU1297,Male,Classroom,Social Science,59.1,4.2,55.1,10.0,72.7,30.9,0,84.0,High
STU1298,Male,Online,Science,70.1,3.2,41.4,4.8,66.2,30.9,2,61.8,Average
STU1299,Male,Classroom,Social Science,64.1,1.2,51.5,5.4,61.3,25.0,4,49.3,Low
STU1300,Female,Online,Computer Science,66.4,4.3,49.0,5.8,69.0,39.5,1,75.8,High
STU1301,Female,Online,English,78.6,6.4,54.5,5.4,74.2,42.7,3,86.8,High
STU1302,Female,Classroom,Mathematics,53.0,1.5,57.0,4.5,93.8,20.0,0,62.5,Average
STU1303,Female,Blended,Social Science,85.4,,45.6,1.0,79.2,49.3,1,73.5,Average
STU1304,Other,Blended,English,87.0,3.3,49.8,5.5,79.7,44.5,0,78.4,High
STU1305,Female,Blended,Mathematics,75.0,3.7,62.5,7.3,98.0,47.8,2,86.3,High
STU1306,Male,Classroom,Mathematics,48.2,2.2,44.6,5.4,73.7,36.9,4,52.2,Average
STU1307,Male,Classroom,Computer Science,66.0,3.3,57.7,10.0,73.3,34.5,0,84.8,High
STU1308,Male,Classroom,Mathematics,92.8,5.8,74.9,6.5,76.2,46.2,0,88.4,High
STU1309,Female,Blended,English,44.7,4.7,50.9,9.3,53.9,46.9,3,68.3,Average
STU1310,Male,Blended,Computer Science,73.8,6.4,38.3,7.1,61.2,54.5,0,86.7,High
STU1311,Male,Blended,Science,63.8,5.6,55.8,8.3,60.4,35.6,2,77.4,High
STU1312,Male,Blended,English,87.7,4.5,57.7,7.1,75.4,33.4,3,90.6,High
STU1313,Female,Classroom,Science,69.9,6.4,59.7,9.5,64.7,53.4,1,96.1,High
STU1314,Male,Classroom,Social Science,82.8,4.5,55.5,6.6,68.8,39.1,2,80.6,High
STU1315,Female,Blended,Social Science,84.8,5.0,60.9,7.6,81.1,44.1,3,84.7,High
STU1316,Male,Blended,Science,100.0,3.4,57.3,7.3,78.2,47.0,4,77.4,High
STU1317,Female,Blended,English,75.6,3.9,53.5,5.9,64.9,42.1,2,65.7,Average
STU1318,Female,Classroom,English,82.5,2.8,43.7,7.4,58.3,43.0,1,68.1,Average
STU1319,Male,Classroom,Social Science,60.2,5.3,55.8,10.0,81.8,26.8,0,87.4,High
STU1320,Female,Online,Science,92.3,2.0,72.5,5.9,77.1,31.8,3,69.5,Average
STU1321,Male,Classroom,English,68.9,5.0,41.5,7.4,46.1,46.5,0,61.4,Average
STU1322,Male,Classroom,Social Science,71.3,3.5,52.9,9.3,62.9,22.8,1,69.3,Average
STU1323,Female,Blended,Mathematics,77.7,5.6,48.8,9.0,69.2,41.0,1,98.2,High
STU1324,Female,Blended,English,59.2,4.9,55.5,6.5,77.1,31.8,0,88.9,High
STU1325,Female,Online,Mathematics,80.7,6.5,47.0,1.3,78.8,48.0,1,91.7,High
STU1326,Male,Online,Computer Science,89.6,4.9,54.6,7.6,70.7,57.5,4,90.7,High
STU1327,Male,Blended,Science,81.5,1.4,48.8,1.6,74.6,38.9,2,59.3,Average
STU1328,Female,Classroom,Social Science,58.9,3.7,56.9,9.7,67.8,27.5,1,75.9,High
STU1329,Male,Classroom,Science,76.5,2.0,48.3,6.9,58.2,31.6,3,53.1,Average
STU1330,Female,Online,Mathematics,86.9,3.0,40.0,8.7,63.6,39.6,2,78.5,High
STU1331,Male,Classroom,Social Science,55.5,6.1,63.2,4.5,67.2,45.7,3,79.7,High
STU1332,Male,Online,Social Science,65.1,4.8,37.9,3.1,66.5,40.2,2,82.1,High
STU1333,Female,Blended,Computer Science,88.5,2.8,52.9,7.1,42.5,35.7,2,62.2,Average
STU1334,Male,Classroom,Computer Science,81.2,2.3,53.2,6.4,61.8,42.7,0,82.2,High
STU1335,Female,Classroom,Science,82.9,3.8,54.3,5.4,67.7,45.7,0,77.9,High
STU1336,Male,Blended,Computer Science,100.0,2.0,42.6,6.7,63.3,22.7,0,76.2,High
STU1337,Male,Classroom,Mathematics,83.6,2.8,54.6,10.0,63.8,40.4,2,86.1,High
STU1338,Other,Classroom,Mathematics,85.9,4.3,54.6,8.3,73.3,48.1,0,82.4,High
STU1339,Male,Blended,Social Science,100.0,5.5,56.1,8.8,53.0,52.6,3,83.6,High
STU1340,Male,Classroom,Computer Science,75.4,4.7,46.2,8.4,45.8,50.4,2,69.1,Average
STU1341,Female,Classroom,Science,68.4,0.5,31.5,9.8,62.5,21.2,2,46.4,Low
STU1342,Male,Blended,Mathematics,83.1,,63.2,6.1,76.9,40.9,0,90.3,High
STU1343,Female,Blended,Social Science,83.3,3.9,52.1,2.0,88.9,36.5,2,71.9,Average
STU1344,Male,Classroom,Mathematics,71.7,4.4,51.1,6.1,77.2,21.9,0,80.9,High
STU1345,Female,Online,Science,65.6,6.2,46.8,8.3,47.9,46.4,0,89.2,High
STU1346,Other,Online,Mathematics,100.0,0.7,45.0,4.4,64.0,20.0,4,38.2,Low
STU1347,Other,Classroom,Mathematics,81.9,2.9,43.8,6.1,70.3,22.9,2,74.5,Average
STU1348,Female,Classroom,Science,69.2,4.7,34.6,5.0,69.3,49.9,1,71.9,Average
STU1349,Male,Blended,Social Science,89.0,1.4,57.3,9.8,74.0,32.1,3,73.3,Average
STU1350,Male,Classroom,Science,76.7,6.0,57.6,8.1,55.1,47.7,1,92.5,High
STU1351,Female,Blended,English,75.0,4.4,52.8,7.9,67.8,34.7,2,87.0,High
STU1352,Male,Blended,Computer Science,84.7,5.1,50.5,7.9,72.5,46.9,0,89.5,High
STU1353,Male,Classroom,English,62.5,2.9,51.4,6.4,77.7,37.1,4,52.5,Average
STU1354,Male,Blended,Computer Science,82.2,5.0,40.8,6.9,56.5,36.8,1,78.2,High
STU1355,Female,Blended,Computer Science,100.0,5.4,44.4,3.9,62.5,46.9,3,77.5,High
STU1356,Male,Online,Computer Science,83.6,4.1,27.6,1.7,31.9,43.6,2,46.5,Low
STU1357,Female,Classroom,Computer Science,73.5,4.2,54.7,6.8,58.9,21.9,3,70.9,Average
STU1358,Male,Online,Computer Science,71.9,4.2,47.2,7.2,60.2,37.1,3,68.6,Average
STU1359,Female,Classroom,Computer Science,73.1,2.5,43.7,9.2,53.7,26.8,4,52.1,Average
STU1360,Female,Blended,Computer Science,75.0,3.6,69.7,10.0,69.2,35.3,1,89.3,High
STU1361,Female,Online,Mathematics,73.5,3.6,57.3,10.0,66.3,32.0,3,73.1,Average
STU1362,Female,Classroom,Computer Science,89.0,4.4,42.3,4.3,37.6,41.1,4,57.4,Average
STU1363,Male,Classroom,Computer Science,57.2,5.3,49.0,5.7,69.8,55.0,1,77.8,High
STU1364,Male,Blended,Science,88.3,2.2,41.9,7.6,54.9,28.1,2,70.1,Average
STU1365,Male,Blended,Social Science,73.4,3.6,42.1,10.0,73.3,38.6,1,79.9,High
STU1366,Male,Classroom,Science,82.5,6.0,62.2,9.8,50.3,65.8,1,94.7,High
STU1367,Female,Classroom,Science,64.5,2.7,53.8,9.0,67.4,25.1,4,62.7,Average
STU1368,Female,Blended,Social Science,93.9,2.6,46.3,5.6,63.3,47.1,1,72.2,Average
STU1369,Male,Classroom,Science,92.9,4.1,50.9,4.6,70.9,39.6,0,87.7,High
STU1370,Male,Blended,Science,89.5,5.1,63.4,8.2,68.6,59.8,3,92.2,High
STU1371,Male,Classroom,Science,59.8,3.8,33.1,4.1,63.7,37.9,2,65.3,Average
STU1372,Female,Classroom,Social Science,87.9,5.8,44.6,6.0,47.0,50.2,4,77.5,High
STU1373,Male,Blended,English,82.9,5.1,39.3,6.2,47.8,42.9,1,66.6,Average
STU1374,Female,Classroom,Computer Science,58.7,5.1,66.4,10.0,59.4,35.9,2,79.2,High
STU1375,Male,Online,Computer Science,77.7,4.6,57.6,5.7,66.9,40.6,1,79.1,High
STU1376,Female,Blended,Computer Science,82.4,7.3,32.9,1.1,59.1,59.0,1,75.5,High
STU1377,Male,Classroom,Social Science,84.7,3.5,45.0,7.6,75.1,36.4,0,73.8,Average
STU1378,Female,Classroom,Computer Science,80.1,0.8,40.1,5.0,63.4,20.0,3,37.3,Low
STU1379,Male,Classroom,Science,81.5,6.2,49.1,6.6,54.5,47.0,2,75.2,High
STU1380,Female,Blended,Social Science,95.7,3.1,40.7,6.3,63.4,43.9,2,68.2,Average
STU1381,Male,Blended,English,92.7,4.0,66.8,5.9,69.9,49.2,1,83.2,High
STU1382,Female,Blended,Mathematics,43.6,5.8,57.4,8.2,71.2,35.5,0,83.1,High
STU1383,Male,Classroom,Science,74.2,1.4,52.0,3.1,91.4,20.0,2,60.6,Average
STU1384,Female,Classroom,Computer Science,76.0,1.9,37.0,5.4,58.3,29.0,1,54.7,Average
STU1385,Female,Classroom,Mathematics,57.0,1.4,50.1,8.0,66.0,33.5,3,64.3,Average
STU1386,Male,Blended,English,79.1,2.6,45.7,5.1,72.5,39.0,4,60.4,Average
STU1387,Female,Classroom,Science,93.0,4.5,46.8,3.0,66.7,30.5,3,73.0,Average
STU1388,Female,Classroom,English,65.0,4.6,55.3,8.0,60.5,36.5,0,82.7,High
STU1389,Male,Classroom,Mathematics,82.0,4.2,37.6,9.0,46.9,32.9,1,65.2,Average
STU1390,Male,Classroom,Social Science,67.0,1.7,53.6,6.4,60.4,21.5,3,55.4,Average
STU1391,Male,Blended,Science,69.9,0.5,32.6,2.2,53.0,29.0,3,29.2,Low
STU1392,Female,Blended,Mathematics,95.7,3.9,56.7,8.1,44.6,29.3,1,75.4,High
STU1393,Male,Online,English,71.5,3.1,32.0,2.8,56.7,20.0,2,48.7,Low
STU1394,Male,Classroom,English,83.5,4.5,42.9,7.2,53.4,34.4,2,75.3,High
STU1395,Female,Blended,Computer Science,55.5,4.9,42.1,4.5,74.6,38.8,3,61.6,Average
STU1396,Male,Classroom,English,100.0,4.0,54.7,3.9,74.8,45.0,1,79.6,High
STU1397,Female,Blended,Mathematics,85.2,4.9,49.2,5.5,55.2,46.3,3,77.0,High
STU1398,Male,Blended,Social Science,75.8,4.1,46.4,6.1,63.6,46.8,0,82.9,High
STU1399,Male,Classroom,English,84.9,4.6,35.8,5.1,42.8,26.7,1,62.2,Average
STU1400,Male,Blended,Mathematics,61.1,2.7,37.4,7.8,60.6,38.1,3,60.8,Average
STU1401,Male,Classroom,Computer Science,92.2,3.5,52.0,5.5,72.2,34.5,3,73.0,Average
STU1402,Female,Classroom,Computer Science,74.1,4.1,54.8,8.7,77.7,44.0,0,96.5,High
STU1403,Female,Classroom,Computer Science,75.6,5.0,46.2,7.1,57.7,31.7,2,67.2,Average
STU1404,Male,Classroom,English,72.1,3.2,62.2,5.0,80.7,31.5,0,71.7,Average
STU1405,Male,Online,Science,71.0,4.6,41.5,4.6,47.3,39.9,2,82.2,High
STU1406,Male,Blended,English,86.3,3.4,48.8,2.9,50.8,43.2,3,58.0,Average
STU1407,Female,Blended,Mathematics,81.1,3.6,51.4,7.1,76.2,23.6,1,66.4,Average
STU1408,Male,Online,Science,85.8,5.0,62.7,5.7,88.7,43.8,0,90.0,High
STU1409,Female,Blended,Social Science,77.9,0.8,38.4,1.3,73.4,20.0,1,31.8,Low
STU1410,Female,Classroom,Computer Science,84.2,1.9,33.5,5.3,66.5,31.1,1,61.3,Average
STU1411,Male,Classroom,Science,73.0,1.6,42.5,4.5,38.5,29.5,5,45.5,Low
STU1412,Male,Classroom,Science,100.0,0.5,41.4,10.0,40.7,35.8,3,49.3,Low
STU1413,Male,Online,Computer Science,59.2,2.8,46.6,2.8,68.7,21.7,1,55.9,Average
STU1414,Other,Online,Science,93.1,4.9,43.6,3.3,62.3,50.5,1,81.8,High
STU1415,Female,Blended,Mathematics,94.4,3.4,49.4,8.9,52.6,49.2,0,69.1,Average
STU1416,Male,Classroom,Mathematics,67.8,4.1,49.1,9.5,67.9,24.3,0,73.7,Average
STU1417,Male,Classroom,Computer Science,100.0,5.4,63.9,4.9,68.5,52.5,3,83.7,High
STU1418,Male,Online,Computer Science,89.9,5.8,61.1,5.1,79.3,55.4,1,88.2,High
STU1419,Female,Classroom,Mathematics,89.7,3.7,57.3,7.9,68.8,36.5,4,73.1,Average
STU1420,Female,Blended,Mathematics,78.3,5.8,62.8,1.4,83.0,34.3,0,78.3,High
STU1421,Female,Classroom,Computer Science,75.4,3.9,52.9,2.4,67.1,42.0,1,70.9,Average
STU1422,Female,Classroom,English,75.5,2.5,51.8,5.9,65.5,20.0,3,60.7,Average
STU1423,Female,Blended,Computer Science,82.7,2.9,49.5,9.9,80.8,33.0,0,86.7,High
STU1424,Male,Online,Mathematics,94.8,1.6,37.3,5.5,54.3,27.4,3,54.5,Average
STU1425,Male,Blended,Computer Science,80.2,2.5,52.4,6.7,98.0,35.9,1,79.9,High
STU1426,Female,Classroom,Social Science,67.1,3.3,59.0,9.0,71.9,27.9,3,65.0,Average
STU1427,Male,Classroom,Computer Science,87.9,5.0,62.9,10.0,72.0,40.4,2,94.9,High
STU1428,Male,Online,Mathematics,89.1,6.4,48.7,5.2,73.8,51.3,0,91.1,High
STU1429,Male,Blended,Computer Science,85.9,1.7,54.5,6.5,91.4,35.4,3,68.6,Average
STU1430,Male,Classroom,Science,86.9,4.4,51.7,10.0,77.3,60.9,1,98.1,High
STU1431,Male,Blended,Mathematics,74.7,2.2,34.4,3.2,46.1,20.0,1,45.5,Low
STU1432,Female,Classroom,Science,66.9,4.5,49.3,8.8,85.2,41.5,1,94.8,High
STU1433,Female,Classroom,Social Science,67.6,3.6,48.0,4.3,62.6,23.6,1,74.4,Average
STU1434,Male,Online,Science,58.4,1.1,46.0,6.7,68.4,27.3,4,55.3,Average
STU1435,Male,Blended,Social Science,80.8,5.2,61.1,6.0,50.4,36.0,2,71.7,Average
STU1436,Male,Classroom,English,77.0,2.9,54.0,4.4,73.8,25.1,2,53.3,Average
STU1437,Other,Classroom,English,72.7,3.0,39.4,4.3,58.5,25.5,3,62.7,Average
STU1438,Female,Online,Mathematics,42.5,2.2,50.2,7.1,68.3,21.6,3,58.0,Average
STU1439,Female,Blended,Computer Science,63.0,2.8,39.2,8.7,63.3,32.4,3,59.1,Average
STU1440,Male,Blended,Mathematics,91.5,4.4,55.5,6.2,92.0,45.6,2,94.3,High
STU1441,Female,Classroom,English,70.0,3.5,60.9,6.7,92.8,33.5,2,75.1,High
STU1442,Male,Online,Science,82.3,4.3,39.5,7.8,67.6,29.5,2,73.0,Average
STU1443,Male,Online,Science,61.3,4.3,46.9,,67.8,40.8,3,70.3,Average
STU1444,Male,Blended,English,95.3,5.8,50.9,8.1,62.1,49.7,1,84.5,High
STU1445,Female,Classroom,Mathematics,76.3,3.3,58.0,8.3,81.4,43.6,1,81.8,High
STU1446,Male,Blended,Science,81.5,1.6,42.7,10.0,62.7,21.9,4,66.7,Average
STU1447,Female,Blended,Social Science,100.0,5.4,56.9,5.7,61.5,35.0,3,82.3,High
STU1448,Male,Blended,Mathematics,96.2,3.3,55.1,5.5,79.7,36.3,1,86.2,High
STU1449,Female,Online,Science,74.3,5.5,64.0,8.2,60.0,55.2,1,96.3,High
STU1450,Male,Blended,Science,70.9,4.4,53.9,8.3,66.5,40.1,3,77.2,High
STU1451,Male,Classroom,Science,74.1,3.6,35.7,5.3,46.4,32.4,3,43.6,Low
STU1452,Female,Classroom,Computer Science,84.1,4.3,53.0,5.6,76.2,32.6,2,71.4,Average
STU1453,Male,Blended,Science,76.7,6.7,58.4,7.7,92.2,65.4,0,100.0,High
STU1454,Female,Classroom,English,73.3,6.9,60.6,4.7,76.4,41.9,1,83.3,High
STU1455,Female,Classroom,Computer Science,95.6,3.9,62.7,5.6,86.0,33.7,1,83.2,High
STU1456,Male,Blended,Science,76.6,4.0,65.0,6.7,56.0,41.9,1,79.8,High
STU1457,Male,Classroom,Social Science,100.0,5.4,57.1,8.7,70.1,34.6,1,100.0,High
STU1458,Female,Blended,Social Science,79.1,2.5,40.1,5.2,54.7,39.7,3,53.5,Average
STU1459,Male,Classroom,Mathematics,99.4,4.3,43.4,2.4,64.0,45.6,1,68.7,Average
STU1460,Male,Classroom,Science,82.3,3.8,50.0,2.3,77.0,42.0,2,69.1,Average
STU1461,Male,Classroom,Mathematics,89.6,4.3,52.3,3.7,68.3,43.8,3,74.0,Average
STU1462,Female,Blended,Mathematics,69.3,2.5,36.0,3.6,48.6,25.7,4,45.4,Low
STU1463,Female,Blended,English,67.8,1.4,45.6,6.2,49.9,20.0,2,57.8,Average
STU1464,Male,Classroom,English,83.5,0.7,30.2,3.9,49.0,20.0,4,33.2,Low
STU1465,Female,Classroom,English,89.9,2.1,55.5,5.0,73.4,21.5,2,66.2,Average
STU1466,Female,Classroom,Science,78.5,3.1,60.1,4.8,93.8,36.0,0,83.7,High
STU1467,Male,Blended,Science,62.6,,52.8,5.5,84.7,37.3,2,70.1,Average
STU1468,Female,Online,Social Science,61.7,6.7,48.9,9.4,42.4,61.2,2,90.7,High
STU1469,Male,Blended,Social Science,60.9,5.5,78.2,8.0,85.5,45.2,4,90.7,High
STU1470,Female,Classroom,Mathematics,56.8,2.4,43.8,6.5,79.2,32.7,3,66.7,Average
STU1471,Male,Blended,Computer Science,79.3,4.3,45.8,5.5,46.9,36.3,3,66.5,Average
STU1472,Other,Classroom,English,91.5,3.2,43.1,5.5,63.1,31.4,2,69.6,Average
STU1473,Other,Classroom,Computer Science,77.8,3.4,68.5,7.2,81.2,38.3,1,79.3,High
STU1474,Male,Classroom,English,50.9,4.1,58.9,7.8,74.2,30.3,0,76.7,High
STU1475,Male,Classroom,Social Science,75.7,4.7,39.0,4.5,50.0,41.7,0,78.7,High
STU1476,Female,Classroom,Mathematics,76.0,3.3,56.1,6.6,74.9,24.9,0,81.2,High
STU1477,Other,Blended,Science,100.0,5.4,42.4,2.0,39.2,38.9,2,61.2,Average
STU1478,Male,Classroom,Social Science,60.5,2.1,41.1,7.0,64.1,29.9,0,64.5,Average
STU1479,Male,Blended,Mathematics,73.3,3.8,63.4,8.2,81.8,43.4,0,73.7,Average
STU1480,Female,Online,Mathematics,98.5,7.7,63.8,5.9,67.2,51.3,0,100.0,High
STU1481,Female,Blended,Computer Science,83.4,4.1,56.8,10.0,60.5,46.0,1,90.8,High
STU1482,Male,Classroom,Computer Science,84.8,5.9,57.3,4.6,78.6,43.0,0,90.8,High
STU1483,Male,Blended,Computer Science,79.4,3.9,59.6,7.0,79.7,37.6,1,83.8,High
STU1484,Female,Classroom,Computer Science,82.0,4.7,60.8,6.4,84.0,52.7,3,66.7,Average
STU1485,Female,Classroom,Computer Science,87.3,3.7,55.9,6.3,78.4,43.9,2,76.8,High
STU1486,Male,Classroom,Mathematics,68.3,3.5,49.2,6.2,81.1,39.5,1,78.2,High
STU1487,Female,Blended,Computer Science,88.5,2.6,65.2,6.7,76.5,47.7,1,81.9,High
STU1488,Other,Blended,Computer Science,61.5,4.4,47.0,8.4,70.5,31.9,1,84.9,High
STU1489,Female,Blended,Social Science,81.9,2.5,56.5,9.5,68.2,24.2,1,74.5,Average
STU1490,Female,Blended,Science,80.1,4.8,50.0,6.5,63.9,35.9,0,81.0,High
STU1491,Female,Blended,Mathematics,70.6,5.4,63.1,8.3,51.2,42.0,3,72.5,Average
STU1492,Male,Blended,Computer Science,77.7,4.3,39.1,5.0,54.6,20.0,1,66.3,Average
STU1493,Male,Online,Science,70.5,3.4,45.2,8.2,63.3,32.0,0,67.1,Average
STU1494,Female,Classroom,Mathematics,65.1,4.5,42.7,4.8,70.1,32.2,1,61.3,Average
STU1495,Female,Online,Social Science,73.8,3.3,61.8,8.9,85.7,40.7,1,78.7,High
STU1496,Female,Online,English,64.8,5.2,47.9,10.0,66.5,45.5,0,98.1,High
STU1497,Female,Classroom,Science,81.9,1.1,46.2,6.2,80.0,20.0,2,59.0,Average
STU1498,Male,Classroom,Mathematics,64.2,3.3,30.8,1.7,81.0,33.6,2,60.1,Average
STU1499,Female,Classroom,Mathematics,86.5,0.8,44.2,5.3,64.0,28.1,3,49.1,Low
STU1500,Male,Blended,Computer Science,63.8,1.6,47.6,9.2,74.7,20.0,5,47.2,Low
STU1501,Female,Classroom,English,71.2,5.8,44.9,7.7,63.8,42.0,3,86.4,High
STU1502,Female,Classroom,Mathematics,70.5,5.1,67.4,7.0,84.2,24.1,2,74.4,Average
STU1503,Female,Blended,Science,93.9,2.7,47.5,8.7,75.3,26.1,5,65.1,Average
STU1504,Female,Online,Mathematics,82.0,1.5,48.2,7.6,51.5,20.3,3,55.6,Average
STU1505,Female,Blended,Mathematics,75.5,0.5,43.2,9.2,69.1,21.3,2,59.9,Average
STU1506,Female,Blended,Science,84.0,3.0,71.6,8.5,88.4,26.7,2,79.6,High
STU1507,Female,Classroom,English,52.7,7.4,,9.8,64.6,47.5,0,90.8,High
STU1508,Other,Classroom,Mathematics,77.5,4.5,48.5,7.3,72.8,30.1,1,75.8,High
STU1509,Female,Blended,Science,100.0,3.0,50.8,8.5,74.1,38.4,1,76.2,High
STU1510,Female,Classroom,English,79.6,4.5,51.2,5.8,53.5,43.1,2,68.2,Average
STU1511,Female,Blended,English,78.8,1.5,44.4,5.2,73.6,27.3,1,66.8,Average
STU1512,Male,Online,Mathematics,84.6,3.4,48.5,10.0,48.9,37.1,1,67.8,Average
STU1513,Male,Blended,Mathematics,88.7,3.9,59.3,7.0,58.9,26.9,2,77.3,High
STU1514,Male,Blended,Mathematics,54.0,3.7,50.1,8.3,81.0,27.3,1,78.1,High
STU1515,Male,Blended,Science,57.8,5.0,53.8,,71.6,35.5,0,88.6,High
STU1516,Male,Blended,Computer Science,80.5,4.3,55.7,5.2,63.0,35.5,0,77.6,High
STU1517,Female,Classroom,Mathematics,69.4,4.8,59.8,6.5,72.8,40.4,0,90.4,High
STU1518,Male,Classroom,Computer Science,93.7,2.8,53.9,9.7,66.2,46.9,1,79.2,High
STU1519,Male,Classroom,Computer Science,74.2,5.1,53.3,7.7,67.2,49.5,2,86.3,High
STU1520,Female,Blended,Mathematics,54.8,6.2,38.7,2.7,75.5,34.5,1,67.6,Average
STU1521,Male,Classroom,Mathematics,62.8,2.3,34.5,6.0,57.5,31.5,3,37.7,Low
STU1522,Female,Classroom,Mathematics,45.0,2.5,51.7,10.0,67.5,30.6,3,67.6,Average
STU1523,Female,Blended,Mathematics,75.2,5.8,51.9,6.0,62.9,39.1,2,84.1,High
STU1524,Male,Classroom,English,75.7,3.5,37.4,2.5,46.4,39.3,3,56.4,Average
STU1525,Female,Blended,Mathematics,72.9,5.9,63.3,10.0,55.0,46.4,2,86.9,High
STU1526,Male,Classroom,Computer Science,90.9,3.1,52.1,8.0,87.4,24.8,2,88.6,High
STU1527,Other,Classroom,English,92.4,6.0,57.3,6.3,72.0,53.4,2,88.2,High
STU1528,Male,Classroom,Computer Science,76.0,4.0,45.2,5.7,49.8,38.2,2,69.1,Average
STU1529,Female,Classroom,Computer Science,52.4,4.2,40.3,8.9,47.0,33.0,4,66.2,Average
STU1530,Male,Online,English,85.4,6.1,64.7,5.3,65.5,48.5,0,100.0,High
STU1531,Male,Online,Social Science,84.7,3.3,67.8,9.0,87.3,30.3,1,85.7,High
STU1532,Female,Blended,Social Science,81.7,2.4,51.2,7.7,64.6,35.4,2,64.5,Average
STU1533,Female,Blended,Science,89.8,3.1,70.2,7.0,84.0,35.0,3,70.9,Average
STU1534,Male,Blended,Mathematics,64.0,4.5,42.3,6.8,71.6,38.7,3,81.7,High
STU1535,Male,Online,Science,100.0,1.5,49.9,6.1,73.1,31.2,0,72.4,Average
STU1536,Female,Classroom,Science,66.5,4.8,51.6,8.8,49.6,30.9,4,73.5,Average
STU1537,Female,Classroom,English,87.0,3.0,45.2,4.6,79.2,25.8,0,91.5,High
STU1538,Other,Blended,Science,57.8,5.5,47.5,2.9,62.6,21.8,0,75.2,High
STU1539,Female,Online,English,66.8,0.5,40.5,7.9,78.2,23.0,2,49.0,Low
STU1540,Female,Classroom,Computer Science,96.2,2.6,53.7,7.9,56.4,24.7,2,68.3,Average
STU1541,Male,Classroom,Science,74.9,1.3,54.8,7.6,69.3,24.7,0,61.1,Average
STU1542,Female,Classroom,English,88.1,2.6,54.3,7.4,71.6,35.3,2,70.0,Average
STU1543,Female,Classroom,Science,80.8,4.2,37.4,5.8,65.0,43.1,2,68.9,Average
STU1544,Male,Blended,Computer Science,76.7,3.5,47.8,8.2,72.3,26.0,3,68.9,Average
STU1545,Male,Classroom,Computer Science,94.4,3.4,54.6,6.4,63.5,36.8,1,67.7,Average
STU1546,Male,Online,Mathematics,75.2,3.6,45.6,5.4,58.6,47.4,2,76.9,High
STU1547,Female,Blended,Computer Science,56.6,4.1,36.4,5.8,87.9,47.3,1,77.7,High
STU1548,Male,Classroom,Mathematics,68.4,2.3,65.2,10.0,80.6,36.6,4,72.1,Average
STU1549,Male,Blended,Computer Science,84.6,4.9,45.8,2.7,57.1,43.6,0,78.6,High
STU1550,Male,Blended,English,82.7,4.8,52.2,7.6,74.4,34.6,0,90.5,High
STU1551,Male,Classroom,Science,59.2,4.4,,2.8,57.3,39.7,2,65.2,Average
STU1552,Male,Classroom,Computer Science,69.3,4.6,41.2,6.3,51.6,37.5,0,77.7,High
STU1553,Male,Blended,Social Science,71.0,4.2,49.5,5.5,80.4,41.3,1,79.7,High
STU1554,Male,Classroom,Computer Science,73.6,6.9,45.0,1.9,44.8,43.4,1,79.0,High
STU1555,Female,Classroom,English,61.5,3.7,66.6,7.4,79.0,31.7,0,87.2,High
STU1556,Other,Classroom,Computer Science,70.5,3.3,58.0,5.7,63.7,33.5,2,69.8,Average
STU1557,Male,Classroom,Science,69.3,2.7,42.0,1.9,64.2,28.7,3,50.8,Average
STU1558,Female,Blended,Computer Science,87.3,2.3,56.5,8.3,72.3,35.1,1,84.5,High
STU1559,Female,Classroom,Social Science,87.7,1.9,60.9,9.7,74.6,25.6,1,74.1,Average
STU1560,Male,Blended,Mathematics,76.3,2.5,40.1,9.8,56.3,20.2,2,67.5,Average
STU1561,Female,Classroom,Science,73.3,3.7,59.1,7.3,76.3,48.3,1,84.0,High
STU1562,Male,Blended,Science,79.7,4.3,47.8,6.6,68.5,59.1,0,79.0,High
STU1563,Male,Classroom,Mathematics,68.2,3.9,50.8,9.4,50.7,40.0,3,66.2,Average
